,youtube_id,comment,like_num,processed_comment
134,대한민국쉴드,볼빨간 갱년기까지 40년만 기다릴꼐요,2개,"['볼', '빨갛다', '갱년기', '기다리다']"
135,MarrymeChoi,"안돼 그만둬 거기까지 해
더 다가가면 너 정신 못 차려
안돼 그만해 꽃은 넣어둬
그냥 좀 바람이 불게 놔줘
왜 그럴까 사람들은 그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고 봄바람이 좋아
내 맘도 모르고 더 불어와
Flower sunshine
완벽한 하루를 사실 너와 걸을 수 있다면
얼마나 좋을까
좋아한다고 말하기가 무서워서 네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄
왜 그럴까 사람들은 그냥 봄기운이 좋아
눈치 없이 밖을 나가는 걸까
왜 이럴까 뭐가 설렌다고 봄바람이 좋아
내 맘도 모르고 더 불어와
Flower sunshine
완벽한 하루를 사실 너와 걸을 수 있다면
얼마나 좋을까
좋아한다고 말하기가 무서워서 네 곁을 맴돌고 있는 난
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라
언제 봄이 왔는지
내 맘도 모르고 봄바람이 자꾸만 불어와
네 곁에 딱 붙어서
떨어지지 않고 싶어
내 맘을 이제 말하고 싶어
벚꽃도 뭐고 다 필요 없어
나는 네 곁에 있고 싶어 딱 붙어서
봄이 지나갈 때까지
다른 사람 다 사라져라 나만 봄",78개,"['돼다', '그만두다', '거기', '해', '더', '다가가다', '너', '정신', '못', '차려', '돼다', '그만하다', '꽃', '넣다', '두다', '그냥', '좀', '바람', '불', '놓다', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄', '왜', '그렇다', '사람', '그냥', '봄', '기운', '좋다', '눈치', '밖', '나가다', '걸다', '왜', '이렇다', '뭐', '설레다', '봄바람', '좋다', '내', '맘', '모르다', '더', '불어오다', '완벽하다', '하루', '사실', '너', '걸', '수', '있다', '얼마나', '좋다', '좋아하다', '말', '하다', '무섭다', '네', '곁', '맴돌다', '있다', '난', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '언제', '봄', '오다', '내', '맘', '모르다', '봄바람', '자꾸만', '불어오다', '네', '곁', '붙다', '떨어지다', '않다', '싶다', '내', '맘', '이제', '말', '싶다', '벚꽃', '뭐', '필요', '없다', '나', '네', '곁', '있다', '싶다', '붙다', '봄', '지나가다', '때', '다른', '사람', '사라지다', '나', '봄']"
136,서현,이거 들을때가 되엇다,2개,"['거', '들다', '때', '되다']"
137,김말숙,뭐야 큐피트 역할 해주는줄알았는데 자기랑 잘될려고 한거였네,287개,"['뭐', '큐피트', '역할', '해주다', '알다', '자기', '되다', '하다']"
138,윤철진,날클립을 알고있니?,16개,"['날', '클립', '알다']"
139,권도윤,노레너무좋다,2개,"['노레', '좋다']"
140,예구리,지윤이도 매력 넘치는데ㅠㅠㅠ 왜안나와...ㅠ,138개,"['지윤', '매력', '넘치다', '왜', '안나']"
141,무는개,귀여워 깜찍해 어우ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,2개,"['귀엽다', '깜찍하다', '어우']"
142,김나나,여름 바람이 자꾸만 불어와~,1개,"['여름', '바람', '자꾸만', '불어오다']"
143,머랭쿠키,중독성 있는 노래다♡3♡,1개,"['중독', '있다', '노래']"
144,그런건없다,뼈치킨을 알고 있니 순살치킨 보다 좋아,0개,"['뼈', '치킨', '알', '있다', '살', '치킨', '보다', '좋다']"
145,SeoulSARA,4월은 KPOP  풍년일세 신곡발표들 엄청하네,81개,"['풍년', '이다', '신곡', '발표', '하다']"
146,상큼발랄샌즈5녀,뮤비에 우지윤이 그나마 제일 많이 나온 노래,7개,"['뮤비', '지윤', '제일', '나오다', '노래']"
147,최성현,"우지윤 탈퇴 소식이 참 안타깝다.. 
영상에도 등장하고 화음도 넣고 잘어울리는데.. 난 개인적으로 둘 다 이쁘고 개성있다고 생각하는데 아쉽네요",3개,"['지윤', '탈퇴', '소식', '차다', '안타깝다', '영상', '등장', '화음', '넣다', '어울리다', '난', '개인', '둘', '이쁘다', '개성', '있다', '생각', '하다', '아쉽다']"
148,분해작,하 맨날 여름때 들었는데 시간이...,1개,"['여름', '때', '들다', '시간']"
149,JOON,이 노래 나왔을 때 도서관에서 이거 들으면서 공부하면 기분 좋았는데....,1개,"['이', '노래', '나오다', '때', '도서관', '거', '들다', '공부', '하다', '기분', '좋다']"
150,이진수,너무노래가좋다,4개,"['노래', '좋다']"
151,kibumpark,이 노래는 볼빨간사춘기 그자체.... 이보다 더 좋을순 없다,1개,"['이', '노래', '볼', '빨갛다', '사춘기', '자체', '이보', '더', '좋다', '순', '없다']"
152,전등lightYT,내좋아요100개면고백한다!!!!,6개,"['내', '좋다', '개다', '고백']"
153,SunyoungJung,너무   로맨스   갔아요,1개,"['로맨스', '가다']"
154,쪼리뽕,볼빨간 사춘기:안돼 멈쳐 그만둬 연서:네...(신호등인데..!?) 삐이이익 쥬금,1개,"['볼', '빨갛다', '사춘기', '돼다', '멈쳐', '그만두다', '연서', '네', '신호등', '삐', '이익', '쥬금']"
155,굴뚝굴뚝굴뚝,뮤비 마지막 개웃기네 ㅋㅋㅋ ㅠ,1개,"['뮤비', '마지막', '기네']"
156,펀훈PunHoon,조이서 만나러왔는데.. 어 안지영이구나...,1개,"['조이', '만나다', '오다', '안지영']"
157,이준서,며칠 전에 학원에서 공부하다 밖에서 이 노래 들려왔는데.... 1년전이 생각나서 눈물나네..,2개,"['며칠', '전', '학원', '공부', '하다', '밖', '이', '노래', '들려오다', '생각나다', '눈물나다']"
158,WhyNot,0:24 이거타고 들어왔는데 음.....자괴감 오지누,4개,"['거', '타고', '들어오다', '음', '자괴', '감', '지누']"
159,이윤선,저기 중국 아닌가? 내생각이가? :D,1개,"['저기', '중국', '아니다', '생각']"
160,YTPINIC,한국인들이 어색하지 않기위한 나의 댓,13개,"['한국인', '어색하다', '않다', '위', '나', '댓']"
161,비에스K의작은스튜디오,하루에 기본 3번이상 듣는노래!!,1개,"['하루', '기본', '번', '이상', '듣다', '노래']"
162,침침침침,광주영화,1개,"['광주', '영화']"
163,isooJ,"안지영 특유의 목소리는 모든 소속사들이 가지고 싶겠지...




나도 가지고싶당",31개,"['안지영', '특유', '목소리', '모든', '소속사', '가지', '싶다', '나다', '가다']"
164,콩콩콩,👎이거 누른사람들 3.9천명.. ㄷㄷㄷ 3.9천명전부다 이상사람들..,1개,"['거', '누르다', '사람', '이상', '사람']"
165,눕눕,지금 들어도 넘 좋은 노래,1개,"['지금', '들다', '넘다', '좋다', '노래']"
166,히릿,볼사 노래 다 취향저격.... 오랜만에 들어도 너무 좋네 🥰🥰,1개,"['보다', '노래', '취향', '저격', '만', '들다', '좋다']"
167,조준영,"""눈치 없이 밖을 나가는 걸까""",1개,"['눈치', '밖', '나가다', '걸다']"
168,이준경,좋아요^^*,1개,['좋다']
169,새릭SAELIG,와 향수병 도진다 저때 썸 타던 여자애 생각나네 ㄹㅇ 막 봄에 같이 데이트도 하고 그랬는데,1개,"['오다', '향수병', '도', '지다', '때', '썸', '타다', '여자애', '생각나다', '막', '봄', '데이트', '하다']"
170,수하,슬프다.....,1개,['슬프다']
171,김재식,"♡.♡노래좋탁
ㅋ",1개,"['노래', '좋다', '탁']"
172,배지윤,너무 힐링된다...♡,1개,"['힐링', '되다']"
173,지예,0:42  내 최애부분이다ㅜ,1개,"['내', '최애', '부분']"
174,김갱우,이시국에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1개,['시국']
175,김은희,이분 구독자 다이아 버튼 2개받을 수인데? ㅋㅋㅋㅋ,1개,"['이분', '독자', '다이아', '버튼', '개', '받다', '수']"
176,이준우,0:52 날클립을 알고있니~ 스테이플러보다 좋아 씹다가 뱉다가  살 뺄수 있어~,3개,"['날', '클립', '알다', '스테이플러', '좋다', '씹다', '뱉다', '살', '빼다', '있다']"
177,웅냥,2:23 아아ㅠㅠ 진짜 너무 귀여운거 아니에요ㅠㅠ,1개,"['아아', '진짜', '귀엽다', '아니다']"
178,안녕,이번노래 진짜 미쳤다ㅠㅠㅠ계속 흥얼거릴거 가타ㅠ,26개,"['이번', '노래', '진짜', '미치다', '계속', '흥얼거리다', '가타']"
179,최은규,나는나만봄노래가좋아서너희를응윈할거야,1개,"['나다', '봄', '노래', '좋다', '너희', '응윈', '하다']"
180,정순화,노래 좋다,4개,"['노래', '좋다']"
181,혜원,근데솔직히 지영이언닌 아무잘못도없는데 우리 언니가 뮤비랑파트다차지했다고 그러면서 은근슬적 우리언니까는데 물론 우지윤님도 너무 불쌍하고 파트없는건 ㄹㅇ사실인데 제발 우리언니는 욕하지마라;,7개,"['솔직하다', '이언', '닌', '잘못', '없다', '우리', '언니', '뮤비', '파트', '차지', '하다', '그렇다', '은근', '슬', '우리', '깔다', '지윤', '불쌍하다', '파트', '없다', '사실', '제발', '우리', '욕', '하다']"
182,한도균,하 진짜 노래 왤케 좋냐 ㅠㅠㅠㅠ 새벽에 들으면 ㄹㅇ 의자에 앉은채로 30바퀴 돌면서 겁나 흥얼거릴듯,43개,"['진짜', '노래', '왜', '좋다', '새벽', '들다', '의자', '앉다', '채', '바퀴', '돌다', '겁나다', '흥얼거리다']"
183,가은,봄이 지나갈때 까지 코로나 다 사라져라 코로나,1개,"['봄', '지나가다', '때', '코로나', '사라지다', '코로나']"
184,최민기,올해는 진짜 나만 봄이네 ㅜ,1개,"['올해', '진짜', '나', '봄']"
185,진다은다은,그리고 또 한가지 너무 좋아하는 남자친구가 있습니다,1개,"['또', '한가지', '좋아하다', '남자친구', '있다']"
186,김준호,죽었던 연애세포를  인공호흡으로 살려내는 노래~,58개,"['죽다', '연애', '세포', '인공호흡', '살리다', '노래']"
187,하율,노래가 좋아용~♡,1개,"['노래', '좋다']"
188,서현,기숙사에서 잠깨라고 7시에 맨날 트는데 개빡침,1개,"['기숙사', '잠깨', '틀다', '개', '빡치다']"
189,사신,거기 너 댓글볼려고 온거냐,3개,"['거기', '너', '댓글', '보다', '오다']"
190,mx기운b,오랜만에 듣는닿ㅎㅎ,1개,"['만', '듣다']"
191,볼빵강사춘기찐팬,재밌다,2개,['재밌다']
192,그녀,사랑해요,1개,"['사랑', '하다']"
193,미어캣은속았습니다,지금 보니까 안지영만 진짜 많이 밀어주긴 했네,4개,"['지금', '보', '안지영', '진짜', '밀다', '하다']"
194,신연재,볼빤간  사춘기 는 안좋은 노래가 없을까?,1개,"['볼', '빨다', '간', '사춘기', '늘다', '안좋다', '노래', '없다']"
195,윤,0:39 개귀엽넼ㅋㅋㅋㅋㅋ🤣🤣🤣,177개,"['개', '귀엽다']"
196,김짅우21년12월31일금요일제대입미다님들아,"이거 너무 좋다 ㄹㅇ 뮤비랑 노래도 최고
근데 노래는 좋은데 뭐라해야되지 슬펑..",2개,"['거', '좋다', '뮤비', '노래', '최고', '노래', '좋다', '뭐라다', '하다', '지다', '슬펑']"
197,NgnHong,예쁘다 😭,1개,['예쁘다']
198,김북극곰,나만 봄뜻: 시간이 멈춤 아씨 잣 됐다,1개,"['나', '봄뜻', '시간', '멈추다', '아씨', '잣', '돼다']"
199,Heidi,잘부르신다,2개,"['부르다', '신다']"
200,세이브,볼사는 진짜 너무예쁘고 완벽하㉰ ㅠㅠ부족한게없당,2개,"['볼', '살다', '진짜', '예쁘다', '완벽하다', '부족하다', '없다']"
201,김예빈,불어와,1개,['불어오다']
202,채원석,"요 노래 들으면 연애 할수있을듯 한데
네 아닙니다^^ 연애중인분은 댓좀 써주세요 댓 있겠지...?",2개,"['요', '노래', '들다', '연애', '하다', '네', '아니다', '연애', '인분', '좀', '써주다', '댓', '있다']"
203,s승hJ,벌써설레네 2020 12월 손,1개,"['벌써', '설레다', '손']"
204,은설혜림,나만 봄🌸너무노래 좋다ㅠㅠ😭❤ㅜㅡㅜ😭👍,1개,"['나', '봄', '노래', '좋다']"
205,정휜덕무,하 미친ㅠㅠㅠ진짜 이노래 너무 좋아ㅠㅠㅠㅠ 봄 여름 가을 겨울 가리지않고 맨날들어도 개좋음ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ💕 사랑해요ㅠㅠㅠ❤어쩜 이렇게 작곡 작사 너무 예쁘게 하시나요ㅠㅜㅜ,0개,"['미치다', '진짜', '이노', '좋다', '봄', '여름', '가을', '겨울', '가리다', '않다', '들다', '개', '좋다', '사랑', '하다', '어쩜', '작곡', '작사', '예쁘다', '하다']"
206,알랑방구,"2:45
발음 저만귀여운가요??",0개,"['발음', '여운', '가요']"
207,김갱우,ㅋㅋㅋㅋㅋ 구독자 2020만명,1개,['독자']
208,YunWooKim,노래좋다,2개,"['노래', '좋다']"
209,보연,지윤언니 보고싶어요 ㅠㅠ,1개,"['지윤', '보다']"
210,suinsee,볼사는 노래가 거품이 없어 ㅠㅠ 넘 좋다,2개,"['볼', '살다', '노래', '거품', '없다', '넘다', '좋다']"
211,이다인,짱!!!!!!!!!!!!!!,1개,['짱']
212,야발20년전,2:02 스파이...,1개,['스파이']
213,유진,1주년 축하해요❤️❤️❤️❤️❤️ 비록 지윤님이 떠났지만 언제나 볼빨간 사춘기는 영원 할거라고 믿어요🌸🌸🌸🌸🌸🌸🌸🌸🌸,0개,"['주년', '축하', '하다', '비록', '지윤', '떠나다', '볼', '빨갛다', '사춘기', '영원', '하다', '믿다']"
214,GlennChoi,이번 볼빨간사춘기 신곡을 좋아하는 한국분들 모여라!!!,55개,"['이번', '볼', '빨갛다', '사춘기', '신곡', '좋아하다', '한국', '모이다']"
215,서은,1주년이네요!! 이 노래가 볼사 노래중에 젤 좋더라구요!!,4개,"['주년', '요', '이', '노래', '보다', '노래', '젤', '좋다']"
216,침침침침,기억나기억나,1개,"['기억나다', '기억나다']"
217,띠용,볼빨간 사춘기 둘 다 너무 좋은데ㅠ제발 우지윤도 뮤비좀 많이 나왔으면..이번껀 다른 뮤비들보다 더 심하넹...,294개,"['볼', '빨갛다', '사춘기', '둘', '좋다', '제발', '지윤', '뮤비', '좀', '나오다', '이번', '껀', '다른', '뮤비', '더', '심하넹']"
218,황세빈,요거 들었던 때로 돌아가고 싶다,3개,"['거', '들다', '때', '돌아가다', '싶다']"
219,하루,나만 이 뮤비 슬픔? ㅠ ㅠ 화살로 사랑하게 만드는거잖아 난 이 노래 들으면서 우는 데 .... ㅠ,1개,"['나', '이', '뮤비', '슬픔', '화살', '사랑', '하다', '만들다', '난', '이', '노래', '들다', '울다', '데']"
220,SadParisNell,노래 들으니까 진짜 봄이왔나 싶네요 너무 좋아요 잘 들을께요^^,67개,"['노래', '들다', '진짜', '봄', '오다', '싶다', '좋다', '자다', '들다']"
221,HaJin,와...이번 노래 너무 대박이다ㅜㅜ 진심취적 ㅠㅠ 이런 노래가 1위해야하는데ㅠㅠ,59개,"['오다', '이번', '노래', '대박', '진심', '취적', '이렇다', '노래', '위', '하다']"
222,조예린,최에 노래다 진짜,1개,"['최', '노래', '진짜']"
223,다메다메,1900갑시다,1개,['가다']
224,yurapark,"Feel bad for jiyoon 💜💜 
Ughhh i love this m/v plus um.... Song
당신을 사랑합니다",1개,"['당신', '사랑', '하다']"
225,3BS하람,그렇다.지금은 나가고싶어도 못나가는 현실,1개,"['그렇다', '지금', '나가다', '나가다', '현실']"
226,LICHT,가장 슬픈건 이렇게 나를 좋아해주는 여성이 없다는거임,1개,"['가장', '슬프다', '나르다', '좋아하다', '여성', '없다', '임']"
227,이소현,이제 곧 봄이라서 이 노래가 생각나네...,3개,"['이제', '곧', '봄', '이', '노래', '생각나다']"
228,RT,"볼빨간사춘깅 ㅠㅠㅠ 봄에 또
앨범 내주면 안돼나
나만봄이랑 별들어갈래 많이들었는데ㅠㅠ",3개,"['볼', '빨갛다', '추다', '깅', '봄', '또', '앨범', '내주다', '돼다', '나', '봄', '별', '들어가다', '들다']"
229,넓적부리황새,근데 왜 커플보단 삼촌과 조카같냐,1개,"['왜', '커플', '삼촌', '조카', '같다']"
230,머리하는언니,"헤드폰끼고 혼자듣고있었는데 5살딸래미가 자기도 헤드폰껴달라고...그러더니.,한참 듣는다!  세대를아우르는 안지영목소리 짱!!  귀호강~~ 기분좋아짐~~스트레스 날라감",8개,"['헤드폰', '끼', '혼자', '듣다', '살딸', '래미', '자기', '헤드폰', '끼다', '달라', '그렇다', '한참', '듣다', '세대', '아우르다', '안지영', '목소리', '짱', '호강', '기분', '좋아지다', '스트레스', '나르다', '감']"
231,장선우,안지영 뭔가 김다미 닮았다,1개,"['안지영', '뭔가', '김', '다미', '닮다']"
232,Heidi,목소리 넘좋다,1개,"['목소리', '넘다', '좋다']"
233,키어런티어니,이거 진짜 볼사 인생곡 아닌가 다좋은데 이건 진짜 무슨 영혼 갈아 넣은거 같아,4개,"['거', '진짜', '보다', '인생', '곡', '아니다', '좋다', '것', '진짜', '무슨', '영혼', '넣다', '같다']"
234,희진,전주 들으면 벚꽃 핀 따뜻한 봄바람이 생각난다..ㅠㅠ살랑살랑 봄기운🌸 벌써 1년전이라니 시간 너무 빠르다...,2개,"['전주', '들다', '벚꽃', '핀', '따뜻하다', '봄바람', '생각나다', '봄', '기운', '벌써', '시간', '빠르다']"
235,그니Geni,"2020년3월1일 삼일절,언제나 들어도 따뜻한노래",5개,"['삼일절', '들다', '따뜻하다', '노래']"
236,이소라,볼빤간사춘기,1개,"['볼', '빨다', '간사', '춘기']"
237,우진,아직도 듣고있는데 빠져나올수가 읎어,1개,"['듣다', '빠져나오다', '읎어']"
238,androchan,심슬 used to be my favorite song not until they released this last spring 😭 This song is my favorite since then. I'm gonna miss the duo.,4개,['심슬']
239,이은성,딱 코로나 저격송 안지영 그녀.. 어디 앞까지 바라본거야,53개,"['코로나', '저격', '송', '안지영', '그녀', '어디', '앞', '바라보다']"
240,하얀,"0:40 연기 귀엽ㅋㅋㅋㅋ
순간 부산행 좀빈줄",4개,"['연기', '귀엽다', '순간', '부산', '행', '좀', '비다']"
241,예린예림맘,이노래~ 넘좋고용 불빨간사춘기 찜팬이애여!ㅜㅜ 사랑해용!!,2개,"['이노', '넘다', '좋다', '불', '빨갛다', '사춘기', '찜팬', '이애', '사랑', '하다']"
242,김영원,볼빨간 사춘기 화이팅!!❤❤,0개,"['볼', '빨갛다', '사춘기', '화이팅']"
243,볼빵강사춘기찐팬,재ㅛ미,2개,"['재', '밉다']"
244,수현하트TV,좋아요하트뿅뿅♥,0개,"['좋다', '하트뿅뿅']"
245,성현지,와 노래 발매 딱 1년임,4개,"['오다', '노래', '발매']"
246,오은정,제발좀 좋아요눌러주세요,1개,"['제발', '좀', '좋다', '누르다']"
247,정재호,벽제 모여,1개,"['벽제', '모이다']"
248,이진경,이 노래른들을 때마다기분이좋아진다,2개,"['이', '노래', '른', '때', '기분', '좋아지다']"
249,XhanyFit,"2:27 뭔데 개졸귀야,, 한국인들 쏴리질러!!",66개,"['뭐', '개졸귀', '한국', '쏘다', '지르다']"
250,김하진,ㅋㅋㅋ화살 푹 꽂아버리는 거 왤케 귀여워ㅜㅜ,1개,"['화살', '푹', '꽂다', '버리다', '거', '왜', '귀엽다']"
251,민수,이때 이 노래를 들으며 뮤비를 보며 웃고 있던 내가 생각난다 . 노래를 들으면 그때의 감정이 다 올라오네 ..,2개,"['때', '이', '노래', '들다', '뮤비', '보다', '웃다', '있다', '내', '생각나다', '노래', '들다', '그때', '감정', '올라오다']"
252,효리,이 노래 가사 적어주실분 장기자랑으로 할 려 하는데 가사를 모름ㅜㅡㅜ,1개,"['이', '노래', '가사', '적다', '분', '장기', '자랑', '하다', '려', '하다', '가사', '모름']"
253,한유주,이 노래 찾을려고ㅠㅠㅠㅠ,1개,"['이', '노래', '찾다']"
254,꼬북바라기,"끄아ㅠㅠㅠ 학교에서 중1때 쪽팔려 걸려서 제가 좋아하는 남자애한테 장난고백할때 나왔던 노랩니다,,ㅠㅠㅠ♡♡♡
지금은 안 좋아하지만,, 좋아하는 것 같기도 하고
암튼 기분이 참 풋풋해지면서도 쓸쓸해지네요,,",0개,"['끄다', '학교', '중', '때', '쪽팔리다', '걸리다', '제', '좋아하다', '남자', '애', '장난', '고백', '하다', '때', '나오다', '노랩니', '지금', '안', '좋아하다', '좋아하다', '것', '같다', '하다', '기분', '차다', '풋풋하다', '쓸쓸하다']"
255,윤애림,벌써  가을이야,1개,"['벌써', '가을']"
256,김DH,우지윤님 화살맞는 연기 너무 잘하시는데?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ,1개,"['지윤', '화살', '맞다', '연기', '하다']"
257,ngecha,"화살 꽂히는 장면 꽤 충격적,,",2개,"['화살', '꽂히다', '장면', '꽤', '충격']"
258,브미프리유튜,짝남 생각나ㅜㅜ,1개,"['짝남', '생각나다']"
259,예수,이야 이게 벌써 나온지 1년이 지났어?,1개,"['이', '벌써', '나오다', '지나다']"
260,ParkSoul,귀여워 💜,1개,['귀엽다']
261,원위아더,"벚꽃엔딩 라이벌이 이제 나타나는거같네
봄노래 ㄷㄷ",207개,"['벚꽃', '엔딩', '라이벌', '이제', '나타나다', '같다', '봄', '노래']"
262,말티숑아라MaltichonAra,노래가 넘 좋아요❤,0개,"['노래', '넘다', '좋다']"
263,카레에빠진당근,아니 나만봄 하면서 화살쏘는거 너무 사랑스러운거 아니냐고ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3개,"['아니다', '나', '봄', '하다', '화살', '쏘다', '사랑스럽다', '아니다']"
264,인서,"남친이랑 헤어졌는데 ㅎ 계속 보게되네요!ㅠㅠㅠㅠㅠ.....
나도 안아보고 시프다",15개,"['남친', '헤어지다', '계속', '보다', '되다', '나다', '안다', '보고', '시프']"
265,달율달,"엥?1년전 노래라고..?
2020년 노래같이 너무 좋은데요?ㅎ3ㅎ
전 볼빤간사춘기 팬인데 이거 넘넘
좋아요ㅠㅠㅠ거의 아이유급ㅠ
아이유보다 더조아!!!
그리고,언니언니!너무 이쁘게 생긴거 아녜요???😍😍😍",2개,"['노래', '노래', '좋다', '요', '전', '볼', '빨다', '간사', '춘기', '팬', '거', '넘다', '넘다', '좋다', '거의', '아이유', '아이유', '더', '언니', '이쁘다', '생기다', '녜']"
266,김영은,"난 이 곡만 들으면 그때 생각나네..
새학기되고 일주일 뒤 바로 여행갔다가 2주뒤 학교오니까 내 책상에 친구들이 조그만 포스트잇에 깨알처럼 적어놓은  “ ㅇㅇ 아 빨리 와 보고싶어 “  “언제 와~!? 빨리와라 !” “남자애들 이거(포스트잇)떼면 여자애들 좋아한대요 ~” 그때 얼마나 감동받고 좋았는데 .... 
또 여행갔다온사이 자리도 바꿔져있었는데 좋아하는 남자애랑 짝되어있고.. 그때 진짜 봄이었다 풋풋한..",4개,"['난', '이', '곡', '들다', '그때', '생각나다', '학기', '되다', '일주일', '뒤', '바로', '여행', '가다', '뒤', '학교', '오', '내', '책상', '친구', '조그만', '포스트잇', '깨알', '적다', '오다', '보다', '언제', '오다', '오다', '남자', '애', '거', '포스트잇', '떼다', '여자애', '좋아하다', '대요', '그때', '얼마나', '감동', '받다', '좋다', '또', '여행', '가다', '사이', '자리', '바꾸다', '좋아하다', '남자', '애', '짝', '되어다', '그때', '진짜', '보다', '풋풋하다']"
267,창조된물체Acreatedobject,아니 이러면 봄만되면 이거 생각나것네 여름만되면 여행생각나고ㅠㅠ,507개,"['아니다', '이르다', '봄', '되다', '거', '생각나다', '여름', '되다', '여행', '생각나다']"
268,린린,이 노래때메 1년 내내 난 항상 봄이었엉ㅠ우ㅠㅠㅜㅜ우ㅜㅜ🌸,1개,"['이', '노래', '때메', '내내', '난', '항상', '보다']"
269,이원정,"가창력이 너무 ^^  기분이 좋아요
뭔가 특이하면서  전달력은  분명한..ㅎㅎ
특이하면서도  뜻이 전해지는 가수라고해야하나..  
여튼   감사해요 ^^",4개,"['가창력', '기분', '좋다', '뭔가', '특이하다', '전달', '분명하다', '특이하다', '뜻', '전해지다', '가수', '하다', '여', '틀다', '감사하다']"
270,막냉이작가,"안녕하세요~ 채널a 유튜브 <댓변인들> 제작팀입니다! <댓변인들>은 좋아하는 가수의 악플을 직접 읽고 반박, 대변해주는 5분짜리 리액션 비디오인데요, 
'볼빨간사춘기'편을 위한 러볼리 여러분들을 모집하고 있습니다!
자세한 사항은 -> ayo2018@naver.com으로 연락주시면 감사하겠습니다^^",3개,"['안녕하다', '채널', '유튜브', '변인', '팀', '이다', '변인', '은', '좋아하다', '가수', '악플', '직접', '읽다', '반박', '대변', '해주다', '리액션', '비디오', '요', '볼', '빨갛다', '사춘기', '편', '위', '러볼리', '여러분', '모집', '있다', '자세하다', '사항', '연락', '주시', '감사하다']"
271,보바,"2020년 출석



👇",47개,['출석']
272,김예빈,다 사라져라!,1개,['사라지다']
273,최세건,"나만, 봄 생일축하해!! 🎉🎊빨리 볼빨간 사춘기 컴백해서 활동하는 모습 보고싶다!!",0개,"['나', '봄', '생일', '축하', '해', '볼', '빨갛다', '사춘기', '컴백', '하다', '활동', '하다', '모습', '보다']"
274,포비,ㅅㅂ 그래 벛꽃도 뭐고 다 필요없어,1개,"['그렇다', '벛꽃', '뭐', '필요없다']"
275,이준영,너무사랑해요,2개,"['무사', '해']"
276,학교부회장,큐피트가 왜갑자기 남자 뺏어가 ㅋㅋㅋㅋㅋㅋㅋ,0개,"['큐피트', '왜', '갑자기', '남자', '뺏다']"
277,루시랑람람이의Ahappyday,"큐피트화살쏘는애맘을솔로들은압니다




꽃든애랑 남자붙어있을때 솔로들이🐕극혐합니다.",3개,"['큐피트', '화살', '쏘다', '애맘', '솔로', '압', '꽃', '애', '남자', '붙다', '때', '솔로', '혐', '하다']"
278,PARKKHYLE,남한 봄,1개,"['남한', '봄']"
279,ASMRsubong수봉,화살 잘못맞는거 왤케 귀여운거지..?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,31개,"['화살', '맞다', '왜', '귀엽다']"
280,Heidi,한국인 나와랏,1개,"['한국인', '나와랏']"
281,o,아니 이게 1년전 노래라고??,1개,"['아니다', '이', '노래']"
282,김예빈,다 필요없어! ㅎ,1개,['필요없다']
283,YHLee,"나만,봄 노래가 좋다🌸💖
봄이 되면 벚꽃이피는데🌸",4개,"['나', '봄', '노래', '좋다', '봄', '되다', '벚꽃', '피다']"
284,jisooblack,"백현 안지영 듀오로 5월 7일날 노래 나온데용~~ 백현, 안지영vs슈가, 아이유?
어느쪽 노래가 더좋냐에서 음원 1,2위 서로 다툴듯 
슈가 아이유가 좀더 쎈거같지만 일단 노래나와바야 알듯",0개,"['백현', '안지영', '듀오', '노래', '나오다', '백현', '안지영', '슈가', '아이유', '쪽', '노래', '더', '좋다', '음원', '위', '서로', '다투다', '슈가', '아이유', '좀더', '쎄다', '같다', '일단', '노랗다', '바', '알다']"
285,김예빈,따라랑,1개,['따르다']
